역명,일자, 이용인원 , 승차인원 , 하차인원 
원인재,2023-08-17,5524,2964,2560
동춘,2023-08-17,19994,9798,10196
동막,2023-08-17,10585,5603,4982
캠퍼스타운,2023-08-17,11325,5664,5661
테크노파크,2023-08-17,20777,10339,10438
지식정보단지,2023-08-17,9584,4689,4895
인천대입구,2023-08-17,13010,6499,6511
센트럴파크(재외동포청),2023-08-17,7285,3652,3633
국제업무지구,2023-08-17,3555,1840,1715
송도달빛축제공원,2023-08-17,9586,4773,4813
계양,2023-08-18,7728,3872,3856
귤현,2023-08-18,2452,950,1502
박촌,2023-08-18,7938,4185,3753
임학,2023-08-18,15922,7977,7945
계산,2023-08-18,19801,10143,9658
경인교대입구,2023-08-18,10937,5450,5487
작전,2023-08-18,27588,14015,13573
갈산,2023-08-18,18701,9526,9175
부평구청,2023-08-18,13822,6819,7003
부평시장,2023-08-18,26482,13292,13190
부평,2023-08-18,14182,7062,7120
동수,2023-08-18,8373,4285,4088
부평삼거리,2023-08-18,5198,2667,2531
간석오거리,2023-08-18,21853,11428,10425
인천시청,2023-08-18,10610,5430,5180
예술회관,2023-08-18,24439,11713,12726
인천터미널,2023-08-18,29117,14141,14976
문학경기장,2023-08-18,11700,5567,6133
선학,2023-08-18,12366,6136,6230
신연수,2023-08-18,10882,5614,5268
원인재,2023-08-18,5975,3213,2762
동춘,2023-08-18,20792,10077,10715
동막,2023-08-18,11034,5930,5104
캠퍼스타운,2023-08-18,11729,5955,5774
테크노파크,2023-08-18,22218,11173,11045
지식정보단지,2023-08-18,9773,4801,4972
인천대입구,2023-08-18,14046,6876,7170
센트럴파크(재외동포청),2023-08-18,7983,3946,4037
국제업무지구,2023-08-18,3586,1847,1739
송도달빛축제공원,2023-08-18,9859,5033,4826
계양,2023-08-19,6264,2993,3271
귤현,2023-08-19,1622,756,866
박촌,2023-08-19,5236,2757,2479
임학,2023-08-19,11530,5874,5656
계산,2023-08-19,16255,8197,8058
경인교대입구,2023-08-19,8641,4318,4323
작전,2023-08-19,20555,10634,9921
갈산,2023-08-19,9259,4806,4453
부평구청,2023-08-19,9555,4622,4933
부평시장,2023-08-19,18324,9223,9101
부평,2023-08-19,12613,6413,6200
동수,2023-08-19,5700,2938,2762
부평삼거리,2023-08-19,3811,1902,1909
간석오거리,2023-08-19,16591,8675,7916
인천시청,2023-08-19,7086,3704,3382
예술회관,2023-08-19,18072,8399,9673
인천터미널,2023-08-19,27215,13282,13933
문학경기장,2023-08-19,15200,7443,7757
선학,2023-08-19,10146,5101,5045
신연수,2023-08-19,6446,3360,3086
원인재,2023-08-19,3820,2077,1743
동춘,2023-08-19,15625,7762,7863
동막,2023-08-19,6784,3651,3133
캠퍼스타운,2023-08-19,7756,3990,3766
테크노파크,2023-08-19,18015,8835,9180
지식정보단지,2023-08-19,4143,2101,2042
인천대입구,2023-08-19,10696,5276,5420
센트럴파크(재외동포청),2023-08-19,6927,3336,3591
국제업무지구,2023-08-19,1738,904,834
송도달빛축제공원,2023-08-19,7990,4016,3974
계양,2023-08-20,4580,2145,2435
귤현,2023-08-20,1058,506,552
박촌,2023-08-20,4022,2070,1952
임학,2023-08-20,8350,4166,4184
계산,2023-08-20,12028,6018,6010
경인교대입구,2023-08-20,6701,3378,3323
작전,2023-08-20,13904,7103,6801
갈산,2023-08-20,6171,3178,2993
부평구청,2023-08-20,7035,3499,3536
부평시장,2023-08-20,14010,6938,7072
부평,2023-08-20,8929,4758,4171
동수,2023-08-20,4189,2121,2068
부평삼거리,2023-08-20,3056,1486,1570
간석오거리,2023-08-20,12053,6252,5801
인천시청,2023-08-20,5217,2667,2550
예술회관,2023-08-20,12507,6053,6454
인천터미널,2023-08-20,21587,11022,10565
문학경기장,2023-08-20,9749,4774,4975
선학,2023-08-20,7921,4020,3901
신연수,2023-08-20,4945,2536,2409
원인재,2023-08-20,2561,1345,1216
동춘,2023-08-20,10866,5351,5515
동막,2023-08-20,4458,2223,2235
캠퍼스타운,2023-08-20,5560,2831,2729
테크노파크,2023-08-20,14283,7062,7221
지식정보단지,2023-08-20,2898,1427,1471
인천대입구,2023-08-20,7901,3885,4016
센트럴파크(재외동포청),2023-08-20,4971,2385,2586
국제업무지구,2023-08-20,783,407,376
송도달빛축제공원,2023-08-20,6024,2869,3155
계양,2023-08-21,7126,3615,3511
귤현,2023-08-21,2270,904,1366
박촌,2023-08-21,7604,3987,3617
임학,2023-08-21,15221,7685,7536
계산,2023-08-21,18958,9639,9319
경인교대입구,2023-08-21,10072,5038,5034
작전,2023-08-21,26442,13394,13048
갈산,2023-08-21,18223,9207,9016
부평구청,2023-08-21,13098,6448,6650
부평시장,2023-08-21,25865,13003,12862
부평,2023-08-21,12477,6301,6176
동수,2023-08-21,8250,4223,4027
부평삼거리,2023-08-21,4890,2523,2367
간석오거리,2023-08-21,20997,11035,9962
인천시청,2023-08-21,10255,5208,5047
예술회관,2023-08-21,22521,11069,11452
인천터미널,2023-08-21,23309,11375,11934
문학경기장,2023-08-21,3235,1637,1598
선학,2023-08-21,11462,5741,5721
신연수,2023-08-21,10891,5515,5376
원인재,2023-08-21,5674,3069,2605
동춘,2023-08-21,19914,9590,10324
동막,2023-08-21,10423,5566,4857
캠퍼스타운,2023-08-21,10974,5519,5455
테크노파크,2023-08-21,20099,10056,10043
지식정보단지,2023-08-21,9581,4626,4955
인천대입구,2023-08-21,11964,5914,6050
센트럴파크(재외동포청),2023-08-21,6963,3518,3445
국제업무지구,2023-08-21,3472,1795,1677
송도달빛축제공원,2023-08-21,9388,4689,4699
계양,2023-08-22,7082,3570,3512
귤현,2023-08-22,2280,855,1425
박촌,2023-08-22,7666,4028,3638
임학,2023-08-22,14947,7588,7359
계산,2023-08-22,18187,9222,8965
경인교대입구,2023-08-22,10079,5053,5026
작전,2023-08-22,25791,13094,12697
갈산,2023-08-22,18618,9404,9214
부평구청,2023-08-22,13055,6468,6587
부평시장,2023-08-22,25077,12506,12571
부평,2023-08-22,11773,5969,5804
동수,2023-08-22,8107,4154,3953
부평삼거리,2023-08-22,4987,2548,2439
간석오거리,2023-08-22,20695,10795,9900
인천시청,2023-08-22,10028,5087,4941
예술회관,2023-08-22,22072,10852,11220
인천터미널,2023-08-22,24254,11918,12336
문학경기장,2023-08-22,5087,2418,2669
선학,2023-08-22,11638,5739,5899
신연수,2023-08-22,10464,5341,5123
원인재,2023-08-22,5545,3006,2539
동춘,2023-08-22,19366,9449,9917
동막,2023-08-22,10567,5639,4928
캠퍼스타운,2023-08-22,10823,5415,5408
테크노파크,2023-08-22,20116,10053,10063
지식정보단지,2023-08-22,9427,4541,4886
인천대입구,2023-08-22,11884,5894,5990
센트럴파크(재외동포청),2023-08-22,6981,3497,3484
국제업무지구,2023-08-22,3580,1853,1727
송도달빛축제공원,2023-08-22,9084,4504,4580
계양,2023-08-23,6619,3340,3279
귤현,2023-08-23,2234,862,1372
박촌,2023-08-23,7290,3827,3463
임학,2023-08-23,14270,7199,7071
계산,2023-08-23,17245,8746,8499
경인교대입구,2023-08-23,9517,4783,4734
작전,2023-08-23,24327,12287,12040
갈산,2023-08-23,17865,9062,8803
부평구청,2023-08-23,12229,6024,6205
부평시장,2023-08-23,23472,11791,11681
부평,2023-08-23,11448,5752,5696
동수,2023-08-23,7736,3924,3812
부평삼거리,2023-08-23,4357,2209,2148
간석오거리,2023-08-23,19544,10197,9347
인천시청,2023-08-23,9755,4976,4779
예술회관,2023-08-23,21204,10425,10779
인천터미널,2023-08-23,22196,10896,11300
문학경기장,2023-08-23,3225,1638,1587
선학,2023-08-23,10975,5506,5469
신연수,2023-08-23,9733,4926,4807
원인재,2023-08-23,5400,2937,2463
동춘,2023-08-23,18422,8945,9477
동막,2023-08-23,10168,5478,4690
캠퍼스타운,2023-08-23,10601,5290,5311
테크노파크,2023-08-23,19195,9513,9682
지식정보단지,2023-08-23,9259,4496,4763
인천대입구,2023-08-23,11455,5626,5829
센트럴파크(재외동포청),2023-08-23,6652,3286,3366
국제업무지구,2023-08-23,3393,1754,1639
송도달빛축제공원,2023-08-23,8820,4405,4415
계양,2023-08-24,7332,3629,3703
귤현,2023-08-24,2401,938,1463
박촌,2023-08-24,7640,4014,3626
임학,2023-08-24,15023,7599,7424
계산,2023-08-24,18725,9476,9249
경인교대입구,2023-08-24,10344,5189,5155
작전,2023-08-24,26266,13314,12952
갈산,2023-08-24,18676,9394,9282
부평구청,2023-08-24,13137,6447,6690
부평시장,2023-08-24,25951,13021,12930
부평,2023-08-24,12381,6282,6099
동수,2023-08-24,8021,4152,3869
부평삼거리,2023-08-24,5156,2618,2538
간석오거리,2023-08-24,21091,10925,10166
인천시청,2023-08-24,10587,5374,5213
예술회관,2023-08-24,22718,11200,11518
인천터미널,2023-08-24,25393,12497,12896
문학경기장,2023-08-24,6868,3412,3456
선학,2023-08-24,11954,5945,6009
신연수,2023-08-24,10876,5579,5297
원인재,2023-08-24,5765,3114,2651
동춘,2023-08-24,19814,9640,10174
동막,2023-08-24,10859,5711,5148
캠퍼스타운,2023-08-24,11418,5737,5681
테크노파크,2023-08-24,20699,10261,10438
지식정보단지,2023-08-24,9514,4615,4899
인천대입구,2023-08-24,12458,6262,6196
센트럴파크(재외동포청),2023-08-24,7422,3712,3710
국제업무지구,2023-08-24,3464,1750,1714
송도달빛축제공원,2023-08-24,9495,4721,4774
계양,2023-08-25,7672,3873,3799
귤현,2023-08-25,2530,1018,1512
박촌,2023-08-25,8094,4275,3819
임학,2023-08-25,16267,8206,8061
계산,2023-08-25,20495,10411,10084
경인교대입구,2023-08-25,11066,5510,5556
작전,2023-08-25,28145,14350,13795
갈산,2023-08-25,19023,9632,9391
부평구청,2023-08-25,14115,6946,7169
부평시장,2023-08-25,27879,13978,13901
부평,2023-08-25,14477,7290,7187
동수,2023-08-25,8322,4342,3980
부평삼거리,2023-08-25,5439,2813,2626
간석오거리,2023-08-25,22376,11752,10624
인천시청,2023-08-25,11299,5729,5570
예술회관,2023-08-25,24834,11811,13023
인천터미널,2023-08-25,30045,14556,15489
문학경기장,2023-08-25,3824,1869,1955
선학,2023-08-25,12885,6423,6462
신연수,2023-08-25,11332,5808,5524
원인재,2023-08-25,6238,3335,2903
동춘,2023-08-25,21612,10604,11008
동막,2023-08-25,11515,6063,5452
캠퍼스타운,2023-08-25,12383,6279,6104
테크노파크,2023-08-25,22648,11294,11354
지식정보단지,2023-08-25,10180,5042,5138
인천대입구,2023-08-25,14876,7300,7576
센트럴파크(재외동포청),2023-08-25,8443,4188,4255
국제업무지구,2023-08-25,3801,1882,1919
송도달빛축제공원,2023-08-25,16352,8146,8206
계양,2023-08-26,6493,3090,3403
귤현,2023-08-26,1699,796,903
박촌,2023-08-26,5626,2968,2658
임학,2023-08-26,11978,6031,5947
계산,2023-08-26,17887,9015,8872
경인교대입구,2023-08-26,8862,4436,4426
작전,2023-08-26,21533,11080,10453
갈산,2023-08-26,9973,5104,4869
부평구청,2023-08-26,10537,5090,5447
부평시장,2023-08-26,19946,10034,9912
부평,2023-08-26,14474,7251,7223
동수,2023-08-26,5795,3005,2790
부평삼거리,2023-08-26,4228,2119,2109
간석오거리,2023-08-26,17576,9069,8507
인천시청,2023-08-26,7579,3895,3684
예술회관,2023-08-26,19916,9195,10721
인천터미널,2023-08-26,31599,15437,16162
문학경기장,2023-08-26,28497,12258,16239
선학,2023-08-26,11242,5709,5533
신연수,2023-08-26,6984,3666,3318
원인재,2023-08-26,4342,2217,2125
동춘,2023-08-26,16597,8207,8390
동막,2023-08-26,7354,3834,3520
캠퍼스타운,2023-08-26,9110,4785,4325
테크노파크,2023-08-26,21118,10343,10775
지식정보단지,2023-08-26,5158,2624,2534
인천대입구,2023-08-26,12956,6221,6735
센트럴파크(재외동포청),2023-08-26,9807,4783,5024
국제업무지구,2023-08-26,2399,1262,1137
송도달빛축제공원,2023-08-26,23589,11801,11788
계양,2023-08-27,4653,2140,2513
귤현,2023-08-27,1111,515,596
박촌,2023-08-27,4133,2139,1994
임학,2023-08-27,8784,4429,4355
계산,2023-08-27,13444,6650,6794
경인교대입구,2023-08-27,7274,3621,3653
작전,2023-08-27,13952,7081,6871
갈산,2023-08-27,6434,3293,3141
부평구청,2023-08-27,7170,3486,3684
부평시장,2023-08-27,14649,7324,7325
부평,2023-08-27,8862,4721,4141
동수,2023-08-27,4356,2201,2155
부평삼거리,2023-08-27,3157,1540,1617
간석오거리,2023-08-27,12351,6460,5891
인천시청,2023-08-27,5150,2646,2504
예술회관,2023-08-27,11841,5760,6081
인천터미널,2023-08-27,22200,11336,10864
문학경기장,2023-08-27,1479,774,705
선학,2023-08-27,7620,3774,3846
신연수,2023-08-27,5061,2618,2443
원인재,2023-08-27,2716,1425,1291
동춘,2023-08-27,9305,4651,4654
동막,2023-08-27,4930,2560,2370
캠퍼스타운,2023-08-27,6311,3157,3154
테크노파크,2023-08-27,15908,7875,8033
지식정보단지,2023-08-27,3206,1575,1631
인천대입구,2023-08-27,8090,4012,4078
센트럴파크(재외동포청),2023-08-27,5533,2750,2783
국제업무지구,2023-08-27,1014,524,490
송도달빛축제공원,2023-08-27,11467,5677,5790
계양,2023-08-28,7109,3587,3522
귤현,2023-08-28,2263,909,1354
박촌,2023-08-28,7489,3958,3531
임학,2023-08-28,15025,7638,7387
계산,2023-08-28,20630,10604,10026
경인교대입구,2023-08-28,10658,5334,5324
작전,2023-08-28,26170,13227,12943
갈산,2023-08-28,18341,9263,9078
부평구청,2023-08-28,12630,6235,6395
부평시장,2023-08-28,25238,12592,12646
부평,2023-08-28,11965,6063,5902
동수,2023-08-28,8042,4167,3875
부평삼거리,2023-08-28,4822,2433,2389
간석오거리,2023-08-28,20300,10644,9656
인천시청,2023-08-28,10159,5183,4976
예술회관,2023-08-28,21676,10729,10947
인천터미널,2023-08-28,24326,12050,12276
문학경기장,2023-08-28,3104,1556,1548
선학,2023-08-28,11238,5605,5633
신연수,2023-08-28,10363,5285,5078
원인재,2023-08-28,5346,2857,2489
동춘,2023-08-28,19299,9362,9937
동막,2023-08-28,10336,5456,4880
캠퍼스타운,2023-08-28,11559,5780,5779
테크노파크,2023-08-28,20034,9992,10042
지식정보단지,2023-08-28,9431,4598,4833
인천대입구,2023-08-28,12267,6066,6201
센트럴파크(재외동포청),2023-08-28,6810,3415,3395
국제업무지구,2023-08-28,3449,1785,1664
송도달빛축제공원,2023-08-28,9570,4718,4852
계양,2023-08-29,7012,3500,3512
귤현,2023-08-29,2340,897,1443
박촌,2023-08-29,7517,3933,3584
임학,2023-08-29,14929,7528,7401
계산,2023-08-29,19500,9918,9582
경인교대입구,2023-08-29,10719,5423,5296
작전,2023-08-29,25690,13004,12686
갈산,2023-08-29,18481,9384,9097
부평구청,2023-08-29,13030,6395,6635
부평시장,2023-08-29,24580,12306,12274
부평,2023-08-29,11900,6057,5843
동수,2023-08-29,7871,4042,3829
부평삼거리,2023-08-29,4778,2437,2341
간석오거리,2023-08-29,19886,10339,9547
인천시청,2023-08-29,10647,5360,5287
예술회관,2023-08-29,21633,10564,11069
인천터미널,2023-08-29,23789,11640,12149
문학경기장,2023-08-29,3545,1781,1764
선학,2023-08-29,11258,5633,5625
신연수,2023-08-29,10411,5276,5135
원인재,2023-08-29,5634,3049,2585
동춘,2023-08-29,19179,9333,9846
동막,2023-08-29,10385,5449,4936
캠퍼스타운,2023-08-29,11536,5771,5765
테크노파크,2023-08-29,20479,10331,10148
지식정보단지,2023-08-29,9345,4539,4806
인천대입구,2023-08-29,12759,6471,6288
센트럴파크(재외동포청),2023-08-29,6850,3405,3445
국제업무지구,2023-08-29,3573,1817,1756
송도달빛축제공원,2023-08-29,9234,4603,4631
계양,2023-08-30,7679,3861,3818
귤현,2023-08-30,2520,1004,1516
박촌,2023-08-30,7951,4154,3797
임학,2023-08-30,16046,8083,7963
계산,2023-08-30,21652,10953,10699
경인교대입구,2023-08-30,11356,5713,5643
작전,2023-08-30,27689,14101,13588
갈산,2023-08-30,19518,9916,9602
부평구청,2023-08-30,13897,6938,6959
부평시장,2023-08-30,27036,13561,13475
부평,2023-08-30,12609,6388,6221
동수,2023-08-30,8478,4302,4176
부평삼거리,2023-08-30,5511,2806,2705
간석오거리,2023-08-30,22326,11656,10670
인천시청,2023-08-30,11543,5819,5724
예술회관,2023-08-30,23695,11587,12108
인천터미널,2023-08-30,25718,12603,13115
문학경기장,2023-08-30,7932,3914,4018
선학,2023-08-30,12220,6019,6201
신연수,2023-08-30,11133,5667,5466
원인재,2023-08-30,5969,3242,2727
동춘,2023-08-30,20671,10102,10569
동막,2023-08-30,11456,5967,5489
캠퍼스타운,2023-08-30,12523,6241,6282
테크노파크,2023-08-30,21802,10970,10832
지식정보단지,2023-08-30,10101,4934,5167
인천대입구,2023-08-30,14420,7088,7332
센트럴파크(재외동포청),2023-08-30,7765,3888,3877
국제업무지구,2023-08-30,3656,1856,1800
송도달빛축제공원,2023-08-30,12320,6105,6215
계양,2023-08-31,7800,3942,3858
귤현,2023-08-31,2517,981,1536
박촌,2023-08-31,7901,4098,3803
임학,2023-08-31,16145,8090,8055
계산,2023-08-31,22015,11218,10797
경인교대입구,2023-08-31,11836,6010,5826
작전,2023-08-31,27780,14117,13663
갈산,2023-08-31,19607,10053,9554
부평구청,2023-08-31,14099,7089,7010
부평시장,2023-08-31,27389,13749,13640
부평,2023-08-31,13052,6639,6413
동수,2023-08-31,8367,4328,4039
부평삼거리,2023-08-31,5421,2756,2665
간석오거리,2023-08-31,22494,11776,10718
인천시청,2023-08-31,11229,5651,5578
예술회관,2023-08-31,23401,11393,12008
인천터미널,2023-08-31,27038,13378,13660
문학경기장,2023-08-31,9291,4458,4833
선학,2023-08-31,12443,6208,6235
신연수,2023-08-31,11422,5784,5638
원인재,2023-08-31,5994,3215,2779
동춘,2023-08-31,20886,10205,10681
동막,2023-08-31,11239,5941,5298
캠퍼스타운,2023-08-31,13025,6465,6560
테크노파크,2023-08-31,22338,11127,11211
지식정보단지,2023-08-31,10166,4951,5215
인천대입구,2023-08-31,14276,6958,7318
센트럴파크(재외동포청),2023-08-31,8584,4219,4365
국제업무지구,2023-08-31,3790,1881,1909
송도달빛축제공원,2023-08-31,14722,7363,7359
계양,2023-09-01,8223,4150,4073
귤현,2023-09-01,2585,1036,1549
박촌,2023-09-01,8436,4409,4027
임학,2023-09-01,16968,8579,8389
계산,2023-09-01,22530,11467,11063
경인교대입구,2023-09-01,11657,5839,5818
작전,2023-09-01,29092,14879,14213
갈산,2023-09-01,19332,9801,9531
부평구청,2023-09-01,14273,7026,7247
부평시장,2023-09-01,27915,14002,13913
부평,2023-09-01,14416,7130,7286
동수,2023-09-01,8593,4432,4161
부평삼거리,2023-09-01,5720,2956,2764
간석오거리,2023-09-01,23133,12152,10981
인천시청,2023-09-01,12007,6099,5908
예술회관,2023-09-01,24949,11969,12980
인천터미널,2023-09-01,31288,15241,16047
문학경기장,2023-09-01,15105,7214,7891
선학,2023-09-01,13035,6547,6488
신연수,2023-09-01,11978,6196,5782
원인재,2023-09-01,6408,3411,2997
동춘,2023-09-01,22019,10762,11257
동막,2023-09-01,11644,6138,5506
캠퍼스타운,2023-09-01,13718,7085,6633
테크노파크,2023-09-01,23467,11806,11661
지식정보단지,2023-09-01,10885,5308,5577
인천대입구,2023-09-01,18229,9089,9140
센트럴파크(재외동포청),2023-09-01,8571,4160,4411
국제업무지구,2023-09-01,3882,1933,1949
송도달빛축제공원,2023-09-01,18612,9216,9396
계양,2023-09-02,6791,3292,3499
귤현,2023-09-02,1763,813,950
박촌,2023-09-02,5768,3046,2722
임학,2023-09-02,12502,6396,6106
계산,2023-09-02,19019,9489,9530
경인교대입구,2023-09-02,9258,4699,4559
작전,2023-09-02,21770,11188,10582
갈산,2023-09-02,9955,5231,4724
부평구청,2023-09-02,10631,5132,5499
부평시장,2023-09-02,19848,10007,9841
부평,2023-09-02,13858,6929,6929
동수,2023-09-02,6047,3125,2922
부평삼거리,2023-09-02,4576,2319,2257
간석오거리,2023-09-02,18088,9468,8620
인천시청,2023-09-02,7862,4101,3761
예술회관,2023-09-02,18753,8859,9894
인천터미널,2023-09-02,29462,14424,15038
문학경기장,2023-09-02,17927,8536,9391
선학,2023-09-02,10863,5459,5404
신연수,2023-09-02,6906,3617,3289
